Depth[m]	Vp[m/s]	Density[kg/m3]
2153.26	3506.4	2372
2153.41	3656.1	2451
2153.56	3788.3	2470
2153.72	3803.2	2451
2153.87	3707.1	2387
2154.02	3592.9	2397
2154.17	3506.3	2365
2154.33	3460.3	2322
2154.48	3433.9	2294
2154.63	3677.6	2308
2154.78	4029.4	2378
2154.94	4458.2	2452
2155.09	4643.1	2528
2155.24	4806.4	2569
2155.39	4678.3	2557
2155.55	4200.0	2537
2155.70	3813.1	2510
2155.85	3611.7	2462
2156.00	3570.1	2562
2156.16	3707.8	2559
2156.31	3763.6	2595
2156.46	3734.1	2575
2156.61	3715.7	2614
2156.76	3748.9	2569
2156.92	3782.3	2488
2157.07	3813.2	2472
2157.22	3835.7	2489
2157.37	3858.8	2468
2157.53	3851.8	2472
2157.68	3788.9	2454
2157.83	3671.5	2422
2157.98	3612.5	2394
2158.14	3624.0	2384
2158.29	3653.0	2373
2158.44	3682.6	2368
2158.59	3704.6	2392
2158.75	3693.3	2414
2158.90	3682.1	2405
2159.05	3652.4	2372
2159.20	3599.5	2339
2159.36	3548.1	2305
2159.51	3492.6	2271
2159.66	3524.2	2266
2159.81	3545.3	2263
2159.97	3498.7	2248
2160.12	3407.3	2248
2160.27	3269.8	2260
2160.42	3175.3	2288
2160.57	3251.9	2324
2160.73	3350.3	2260
2160.88	3525.4	2310
2161.03	3675.8	2392
2161.18	3626.2	2435
2161.34	3586.4	2411
2161.49	3616.7	2402
2161.64	3833.0	2452
2161.79	4094.7	2496
2161.95	4394.8	2532
2162.10	4625.8	2480
2162.25	4356.3	2431
2162.40	3739.2	2383
2162.56	3391.3	2331
2162.71	3294.2	2261
2162.86	3303.8	2144
2163.01	3313.6	2105
2163.17	3449.8	2226
2163.32	3552.8	2171
2163.47	3256.8	2072
2163.62	3068.9	2083
2163.78	3179.7	2059
2163.93	3439.0	2123
2164.08	3545.2	2312
2164.23	3599.9	2377
2164.38	3640.5	2318
2164.54	3594.3	2363
2164.69	3473.0	2312
2164.84	3409.4	2243
2164.99	3351.7	2168
2165.15	3221.9	2041
2165.30	3179.4	1996
2165.45	3205.1	1963
2165.60	3280.6	1997
2165.76	3322.7	2208
2165.91	3130.1	2188
2166.06	3163.1	2200
2166.21	3146.4	2209
2166.37	3204.9	2245
2166.52	3238.1	2287
2166.67	3181.9	2294
2166.82	3214.0	2278
2166.98	3267.7	2267
2167.13	3310.4	2294
2167.28	3337.1	2276
2167.43	3264.3	2221
2167.59	3266.3	2203
2167.74	3298.5	2188
2167.89	3373.7	2257
2168.04	3274.5	2304
2168.19	3139.0	2268
2168.35	3046.5	2216
2168.50	3218.5	2184
2168.65	3564.8	2269
2168.80	4080.2	2335
2168.96	4439.1	2384
2169.11	4272.7	2405
2169.26	3547.0	2307
2169.41	3028.5	2221
2169.57	2938.9	2119
2169.72	3009.4	2175
2169.87	3166.5	2247
2170.02	3348.0	2301
2170.18	3238.8	2283
2170.33	3273.2	2280
2170.48	3127.0	2282
2170.63	3179.3	2286
2170.79	3272.6	2324
2170.94	3313.3	2342
2171.09	3281.4	2350
2171.24	3286.7	2312
2171.40	3236.8	2255
2171.55	3188.2	2217
2171.70	3179.8	2233
2171.85	3181.3	2188
2172.00	3205.3	2128
2172.16	3242.2	2065
2172.31	3173.2	1986
2172.46	3109.7	1933
2172.61	3119.6	1903
2172.77	3134.4	1885
2172.92	2972.2	1943
2173.07	2920.8	2003
2173.22	2940.8	2014
2173.38	2995.8	2087
2173.53	3104.9	2164
2173.68	3064.6	2221
2173.83	3013.7	2203
2173.99	3086.9	2188
2174.14	3091.2	2195
2174.29	3158.2	2181
2174.44	3240.8	2202
2174.60	3309.6	2128
2174.75	3326.3	2200
2174.90	3487.8	2301
2175.05	3652.1	2398
2175.21	3929.8	2496
2175.36	4326.7	2529
2175.51	4443.1	2550
2175.66	4207.4	2535
2175.81	4020.5	2499
2175.97	3879.6	2453
2176.12	3934.2	2458
2176.27	3854.9	2444
2176.42	3793.8	2472
2176.58	3756.0	2511
2176.73	3680.0	2500
2176.88	3615.4	2417
2177.03	3678.9	2356
2177.19	3731.0	2361
2177.34	3702.3	2348
2177.49	3694.4	2370
2177.64	3685.7	2385
2177.80	3700.1	2370
2177.95	3743.0	2368
2178.10	3717.5	2381
2178.25	3721.8	2411
2178.41	3761.1	2428
2178.56	3720.2	2437
2178.71	3812.4	2423
2178.86	3667.0	2375
2179.02	3711.2	2344
2179.17	3684.1	2352
2179.32	3717.3	2364
2179.47	3675.1	2402
2179.62	3612.7	2451
2179.78	3591.5	2477
2179.93	3681.8	2480
2180.08	3882.2	2464
2180.23	4104.3	2457
2180.39	4302.5	2531
2180.54	4118.9	2539
2180.69	3889.5	2538
2180.84	3684.4	2509
2181.00	3611.1	2494
2181.15	3711.8	2512
2181.30	3765.5	2468
2181.45	3793.5	2452
2181.61	3609.4	2422
2181.76	3437.3	2304
2181.91	3264.8	2241
2182.06	3145.5	2100
2182.22	3161.8	2001
2182.37	3216.6	1933
2182.52	3211.4	1945
2182.67	3224.4	1967
2182.83	3262.8	1949
2182.98	3139.7	1940
2183.13	3293.7	1993
2183.28	3430.1	2088
2183.43	3536.5	2066
2183.59	3416.0	2092
2183.74	3353.2	2003
2183.89	3239.0	1874
2184.04	3102.3	1784
2184.20	3029.1	1765
2184.35	2881.3	1771
2184.50	2789.8	1799
2184.65	2930.0	1890
2184.81	3160.6	2002
2184.96	3514.8	2164
2185.11	3786.5	2320
2185.26	3826.6	2406
2185.42	3658.3	2458
2185.57	3627.4	2472
2185.72	3598.8	2493
2185.87	3581.0	2475
2186.03	3560.5	2495
2186.18	3485.8	2511
2186.33	3441.0	2437
2186.48	3403.5	2396
2186.64	3445.4	2467
2186.79	3367.1	2488
2186.94	3312.0	2458
2187.09	3345.4	2502
2187.24	3445.1	2403
2187.40	3567.1	2354
2187.55	3636.3	2394
2187.70	3539.8	2488
2187.85	3475.9	2477
2188.01	3446.1	2461
2188.16	3419.1	2424
2188.31	3234.1	2337
2188.46	3087.8	2251
2188.62	3053.9	2180
2188.77	3138.5	2127
2188.92	3251.1	2177
2189.07	3512.2	2199
2189.23	3564.6	2195
2189.38	3616.7	2277
2189.53	3640.5	2360
2189.68	3473.0	2430
2189.84	3375.8	2453
2189.99	3319.1	2385
2190.14	3382.0	2341
2190.29	3464.4	2329
2190.45	3564.1	2353
2190.60	3668.1	2385
2190.75	3784.2	2435
2190.90	3721.7	2398
2191.05	3594.3	2365
2191.21	3406.0	2366
2191.36	3232.9	2308
2191.51	3140.2	2275
2191.66	3228.4	2235
2191.82	3287.1	2169
2191.97	3330.5	2135
2192.12	3453.2	2211
2192.27	3392.3	2307
2192.43	3267.5	2224
2192.58	3234.3	2289
2192.73	3506.1	2381
2192.88	3793.9	2429
2193.04	4131.2	2458
2193.19	4369.8	2521
2193.34	4349.4	2558
2193.49	4386.4	2515
2193.65	4363.9	2537
2193.80	4193.7	2559
2193.95	4011.0	2567
2194.10	3844.6	2526
2194.26	3726.1	2495
2194.41	3621.4	2433
2194.56	3540.5	2371
2194.71	3581.7	2414
2194.86	3496.3	2402
2195.02	3457.0	2424
2195.17	3482.5	2408
2195.32	3485.3	2394
2195.47	3468.2	2373
2195.63	3526.8	2372
2195.78	3562.7	2377
2195.93	3577.5	2365
2196.08	3558.6	2438
2196.24	3540.5	2394
2196.39	3573.3	2412
2196.54	3605.7	2434
2196.69	3638.7	2493
2196.85	3600.3	2465
2197.00	3508.2	2416
2197.15	3532.7	2366
2197.30	3568.5	2309
2197.46	3580.7	2233
2197.61	3540.7	2257
2197.76	3541.5	2272
2197.91	3486.7	2237
2198.07	3466.1	2228
2198.22	3500.2	2253
2198.37	3536.1	2283
2198.52	3533.3	2305
2198.67	3477.7	2308
2198.83	3423.4	2330
2198.98	3388.3	2322
2199.13	3424.5	2335
2199.28	3785.7	2320
2199.44	4274.1	2371
2199.59	4683.4	2475
2199.74	4874.8	2536
2199.89	4627.0	2573
2200.05	4380.4	2528
2200.20	4134.2	2510
2200.35	3969.4	2508
2200.50	3892.0	2526
2200.66	3869.6	2509
2200.81	3822.6	2481
2200.96	3748.5	2452
2201.11	3651.3	2423
2201.27	3598.8	2398
2201.42	3616.6	2458
2201.57	3627.1	2443
2201.72	3572.6	2400
2201.88	3519.3	2365
2202.03	3472.8	2332
2202.18	3510.4	2341
2202.33	3546.8	2354
2202.48	3581.5	2388
2202.64	3550.5	2429
2202.79	3513.1	2471
2202.94	3515.9	2504
2203.09	3552.8	2440
2203.25	3590.8	2425
2203.40	3568.0	2441
2203.55	3558.3	2433
2203.70	3567.6	2438
2203.86	3532.7	2426
2204.01	3496.5	2449
2204.16	3459.9	2437
2204.31	3399.2	2428
2204.47	3358.4	2406
2204.62	3355.9	2419
2204.77	3387.2	2380
2204.92	3445.4	2347
2205.08	3343.1	2442
2205.23	3256.4	2433
2205.38	3225.1	2378
2205.53	3262.7	2318
2205.69	3246.8	2279
2205.84	3294.2	2265
2205.99	3236.5	2333
2206.14	3191.8	2332
2206.29	3351.6	2359
2206.45	3438.2	2342
2206.60	3527.3	2324
2206.75	3615.4	2419
2206.90	3667.0	2394
2207.06	3590.4	2399
2207.21	3560.5	2404
2207.36	3434.7	2364
2207.51	3372.3	2359
2207.67	3401.7	2399
2207.82	3463.1	2373
2207.97	3513.1	2332
2208.12	3467.7	2464
2208.28	3422.5	2508
2208.43	3467.9	2472
2208.58	3573.1	2443
2208.73	3781.4	2403
2208.89	3802.3	2417
2209.04	3778.7	2469
2209.19	3706.9	2541
2209.34	3628.1	2500
2209.50	3605.3	2460
2209.65	3548.8	2451
2209.80	3427.8	2464
2209.95	3236.1	2407
2210.10	3173.7	2364
2210.26	3133.7	2353
2210.41	3256.2	2345
2210.56	3354.6	2431
2210.71	3460.9	2455
2210.87	3384.2	2436
2211.02	3307.9	2427
2211.17	3266.7	2406
2211.32	3326.3	2326
2211.48	3290.7	2370
2211.63	3349.7	2396
2211.78	3388.7	2439
2211.93	3403.0	2461
2212.09	3417.3	2470
2212.24	3431.9	2438
2212.39	3394.9	2463
2212.54	3255.9	2441
2212.70	3228.6	2412
2212.85	3139.9	2364
2213.00	3087.4	2301
2213.15	3062.6	2251
2213.31	2987.8	2233
2213.46	3025.5	2234
2213.61	3079.2	2187
2213.76	3011.2	2136
2213.91	2970.1	2118
2214.07	3113.4	2143
2214.22	3285.5	2145
2214.37	3549.8	2212
2214.52	3727.2	2313
2214.68	3867.0	2365
2214.83	3919.1	2328
2214.98	3775.5	2468
2215.13	3627.7	2525
2215.29	3569.3	2452
2215.44	3593.5	2466
2215.59	3581.5	2476
2215.74	3548.0	2451
2215.90	3549.9	2499
2216.05	3531.3	2541
2216.20	3485.5	2511
2216.35	3414.9	2476
2216.51	3487.0	2480
2216.66	3570.5	2445
2216.81	3650.8	2465
2216.96	3662.5	2483
2217.12	3626.5	2501
2217.27	3577.8	2482
2217.42	3522.0	2453
2217.57	3515.9	2425
2217.72	3558.3	2395
2217.88	3664.1	2308
2218.03	3655.2	2363
2218.18	3689.0	2475
2218.33	3666.8	2524
2218.49	3646.2	2495
2218.64	3633.6	2478
2218.79	3684.0	2503
2218.94	3679.3	2495
2219.10	3658.2	2498
2219.25	3681.7	2510
2219.40	3706.8	2514
2219.55	3706.8	2497
2219.71	3694.3	2508
2219.86	3673.8	2518
2220.01	3666.1	2462
2220.16	3697.9	2476
2220.32	3656.6	2490
2220.47	3609.6	2450
2220.62	3585.9	2485
2220.77	3633.8	2497
2220.93	3666.7	2480
2221.08	3681.2	2489
2221.23	3657.7	2460
2221.38	3634.5	2484
2221.53	3611.1	2526
2221.69	3650.0	2563
2221.84	3623.6	2571
2221.99	3590.1	2507
2222.14	3645.3	2521
2222.30	3607.3	2529
2222.45	3573.4	2515
2222.60	3578.2	2442
2222.75	3582.7	2424
2222.91	3577.1	2408
2223.06	3548.2	2379
2223.21	3519.5	2353
2223.36	3527.2	2397
2223.52	3512.6	2428
2223.67	3468.7	2401
2223.82	3449.5	2376
2223.97	3448.0	2381
2224.13	3482.3	2338
2224.28	3524.4	2361
2224.43	3489.7	2387
2224.58	3464.3	2413
2224.74	3441.8	2387
2224.89	3486.7	2349
2225.04	3561.0	2362
2225.19	3535.8	2388
2225.34	3525.4	2424
2225.50	3595.2	2399
2225.65	3633.0	2360
2225.80	3575.7	2431
2225.95	3529.3	2369
2226.11	3484.1	2388
2226.26	3504.0	2408
2226.41	3537.6	2388
2226.56	3569.3	2407
2226.72	3494.2	2378
2226.87	3439.8	2354
2227.02	3392.7	2325
2227.17	3413.9	2295
2227.33	3449.1	2281
2227.48	3456.3	2328
2227.63	3463.8	2362
2227.78	3434.6	2390
2227.94	3399.8	2358
2228.09	3377.4	2332
2228.24	3394.1	2380
2228.39	3427.1	2413
2228.55	3470.4	2398
2228.70	3518.1	2406
2228.85	3521.9	2411
2229.00	3488.1	2358
2229.15	3501.2	2333
2229.31	3497.9	2349
2229.46	3474.1	2403
2229.61	3450.5	2366
2229.76	3449.0	2311
2229.92	3472.8	2301
2230.07	3539.8	2375
2230.22	3619.6	2345
2230.37	3630.7	2393
2230.53	3569.0	2436
2230.68	3508.6	2374
2230.83	3449.3	2316
2230.98	3403.5	2284
2231.14	3395.2	2292
2231.29	3386.8	2303
2231.44	3378.6	2311
2231.59	3408.5	2311
2231.75	3445.5	2315
2231.90	3483.3	2328
2232.05	3525.8	2340
2232.20	3496.5	2353
2232.36	3437.9	2329
2232.51	3377.7	2315
2232.66	3319.1	2303
2232.81	3291.0	2276
2232.96	3339.7	2264
2233.12	3390.0	2271
2233.27	3426.4	2285
2233.42	3453.2	2332
2233.57	3507.0	2371
2233.73	3458.3	2387
2233.88	3307.7	2358
2234.03	3250.8	2354
2234.18	3234.8	2304
2234.34	3257.8	2200
2234.49	3344.3	2227
2234.64	3401.2	2285
2234.79	3413.4	2330
2234.95	3414.6	2361
2235.10	3385.4	2392
2235.25	3356.6	2372
2235.40	3326.3	2336
2235.56	3313.3	2322
2235.71	3299.4	2332
2235.86	3296.8	2299
2236.01	3312.8	2284
2236.17	3329.2	2265
2236.32	3345.8	2241
2236.47	3362.5	2233
2236.62	3379.3	2245
2236.77	3380.5	2248
2236.93	3373.8	2241
2237.08	3367.2	2268
2237.23	3360.8	2268
2237.38	3362.6	2301
2237.54	3410.4	2311
2237.69	3459.6	2302
2237.84	3510.5	2321
2237.99	3581.4	2366
2238.15	3548.2	2398
2238.30	3495.5	2423
2238.45	3455.5	2415
2238.60	3472.6	2425
2238.76	3537.9	2405
2238.91	3581.3	2466
2239.06	3439.5	2447
2239.21	3339.6	2427
2239.37	3258.2	2414
2239.52	3257.1	2345
2239.67	3349.1	2251
2239.82	3441.6	2221
2239.98	3464.6	2304
2240.13	3498.1	2327
2240.28	3544.4	2330
2240.43	3592.0	2338
2240.58	3595.1	2345
2240.74	3556.6	2329
2240.89	3528.8	2337
2241.04	3561.0	2355
2241.19	3487.9	2393
2241.35	3399.8	2415
2241.50	3432.4	2424
2241.65	3451.6	2343
2241.80	3455.5	2320
2241.96	3440.3	2340
2242.11	3413.9	2368
2242.26	3387.9	2345
2242.41	3362.3	2307
2242.57	3369.7	2282
2242.72	3382.2	2288
2242.87	3394.8	2300
2243.02	3395.6	2321
2243.18	3370.5	2328
2243.33	3345.8	2311
2243.48	3351.8	2300
2243.63	3418.6	2328
2243.79	3513.8	2365
2243.94	3618.3	2402
2244.09	3681.1	2436
2244.24	3668.4	2462
2244.39	3630.6	2443
2244.55	3603.2	2418
2244.70	3577.5	2393
2244.85	3525.5	2372
2245.00	3480.5	2352
2245.16	3443.6	2349
2245.31	3443.4	2347
2245.46	3478.8	2325
2245.61	3513.1	2341
2245.77	3546.4	2374
2245.92	3580.3	2405
2246.07	3609.1	2418
2246.22	3627.6	2436
2246.38	3646.2	2451
2246.53	3633.9	2443
2246.68	3597.4	2414
2246.83	3551.2	2362
2246.99	3506.1	2369
2247.14	3464.5	2371
2247.29	3430.8	2360
2247.44	3399.8	2362
2247.60	3414.2	2370
2247.75	3426.1	2381
2247.90	3409.0	2352
2248.05	3392.8	2336
2248.20	3407.5	2327
2248.36	3434.5	2314
2248.51	3461.8	2307
2248.66	3435.8	2330
2248.81	3393.0	2346
2248.97	3351.2	2333
2249.12	3320.5	2293
2249.27	3305.9	2257
2249.42	3291.3	2257
2249.58	3285.5	2264
2249.73	3323.2	2259
2249.88	3370.2	2248
2250.03	3414.9	2247
2250.19	3414.9	2253
2250.34	3415.3	2233
2250.49	3378.8	2254
2250.64	3337.1	2270
2250.80	3340.5	2275
2250.95	3344.1	2238
2251.10	3348.0	2242
2251.25	3371.6	2227
2251.41	3389.8	2223
2251.56	3375.7	2242
2251.71	3361.7	2236
2251.86	3348.0	2227
2252.01	3314.8	2223
2252.17	3282.6	2237
2252.32	3252.5	2249
2252.47	3264.7	2263
2252.62	3306.1	2290
2252.78	3353.4	2317
2252.93	3370.4	2343
2253.08	3383.3	2371
2253.23	3392.3	2331
2253.39	3395.2	2286
2253.54	3418.6	2267
2253.69	3395.5	2269
2253.84	3371.3	2244
2254.00	3358.2	2243
2254.15	3397.0	2240
2254.30	3442.3	2231
2254.45	3488.8	2224
2254.61	3523.6	2232
2254.76	3540.5	2239
2254.91	3519.2	2252
2255.06	3515.4	2241
2255.22	3531.3	2252
2255.37	3528.7	2268
2255.52	3516.3	2284
2255.67	3545.1	2288
2255.82	3571.9	2300
2255.98	3560.2	2319
2256.13	3553.6	2368
2256.28	3555.9	2348
2256.43	3558.3	2296
2256.59	3560.6	2269
2256.74	3532.4	2265
2256.89	3497.9	2274
2257.04	3469.2	2285
2257.20	3457.0	2264
2257.35	3478.3	2246
2257.50	3518.2	2222
2257.65	3561.9	2235
2257.81	3573.2	2251
2257.96	3573.4	2253
2258.11	3573.4	2269
2258.26	3591.2	2268
2258.42	3614.5	2280
2258.57	3638.1	2268
2258.72	3662.0	2261
2258.87	3671.9	2300
2259.03	3638.8	2321
2259.18	3606.3	2307
2259.33	3607.6	2325
2259.48	3635.3	2311
2259.63	3645.3	2319
2259.79	3619.2	2305
2259.94	3591.6	2322
2260.09	3567.5	2340
2260.24	3557.4	2318
2260.40	3547.4	2303
2260.55	3537.4	2299
2260.70	3527.5	2323
2260.85	3517.4	2341
2261.01	3534.0	2346
2261.16	3554.6	2360
2261.31	3575.6	2370
2261.46	3596.8	2332
2261.62	3621.0	2315
2261.77	3651.0	2332
2261.92	3681.6	2324
2262.07	3702.1	2358
2262.23	3676.8	2358
2262.38	3659.2	2380
2262.53	3646.3	2354
2262.68	3638.5	2326
2262.84	3645.8	2309
2262.99	3652.9	2323
2263.14	3674.9	2334
2263.29	3698.5	2343
2263.44	3722.6	2345
2263.60	3713.2	2375
2263.75	3675.7	2392
2263.90	3695.7	2279
2264.05	3733.6	2321
2264.21	3733.6	2386
2264.36	3678.2	2432
2264.51	3641.9	2400
2264.66	3616.3	2387
2264.82	3591.2	2424
2264.97	3581.9	2440
2265.12	3600.9	2420
2265.27	3595.1	2417
2265.43	3596.3	2466
2265.58	3643.9	2489
2265.73	3693.4	2407
2265.88	3673.5	2400
2266.04	3653.2	2410
2266.19	3664.2	2414
2266.34	3695.4	2446
2266.49	3693.7	2415
2266.65	3673.6	2386
2266.80	3653.6	2401
2266.95	3633.9	2384
2267.10	3650.4	2403
2267.25	3684.6	2434
2267.41	3746.2	2461
2267.56	3817.1	2440
2267.71	3774.1	2430
2267.86	3714.3	2454
2268.02	3631.9	2463
2268.17	3572.0	2443
2268.32	3539.6	2462
2268.47	3538.9	2334
2268.63	3555.2	2270
2268.78	3571.6	2256
2268.93	3554.6	2251
2269.08	3533.9	2237
2269.24	3515.4	2245
2269.39	3509.3	2256
2269.54	3503.2	2268
2269.69	3497.2	2253
2269.85	3494.6	2249
2270.00	3507.0	2255
2270.15	3523.1	2250
2270.30	3553.0	2271
2270.46	3587.5	2279
2270.61	3621.2	2272
2270.76	3649.6	2258
2270.91	3661.9	2248
2271.06	3655.2	2265
2271.22	3648.4	2279
2271.37	3641.7	2292
2271.52	3635.0	2276
2271.67	3628.1	2263
2271.83	3637.4	2275
2271.98	3647.0	2253
2272.13	3656.6	2260
2272.28	3666.4	2273
2272.44	3675.8	2278
2272.59	3662.5	2287
2272.74	3649.6	2276
2272.89	3636.9	2267
2273.05	3624.3	2274
2273.20	3621.6	2298
2273.35	3643.3	2293
2273.50	3665.2	2302
2273.66	3681.6	2318
2273.81	3658.0	2309
2273.96	3634.7	2295
2274.11	3616.4	2280
2274.27	3623.1	2276
2274.42	3629.7	2279
2274.57	3631.6	2263
2274.72	3630.3	2284
2274.87	3628.9	2288
2275.03	3632.5	2292
2275.18	3642.6	2300
2275.33	3652.9	2313
2275.48	3657.7	2326
2275.64	3656.3	2296
2275.79	3654.9	2284
2275.94	3653.4	2291
2276.09	3652.0	2288
2276.25	3650.5	2308
2276.40	3653.8	2286
2276.55	3665.8	2271
2276.70	3678.0	2288
2276.86	3690.3	2308
2277.01	3691.5	2307
2277.16	3675.2	2309
2277.31	3658.9	2314
2277.47	3648.8	2310
2277.62	3646.7	2294
2277.77	3644.6	2286
2277.92	3642.5	2285
2278.08	3634.1	2299
2278.23	3606.1	2288
2278.38	3554.8	2276
2278.53	3481.4	2240
2278.68	3506.5	2204
2278.84	3549.3	2184
2278.99	3549.7	2179
2279.14	3514.2	2194
2279.29	3479.3	2210
2279.45	3487.7	2253
2279.60	3528.2	2269
2279.75	3554.9	2258
2279.90	3560.1	2256
2280.06	3565.3	2263
2280.21	3569.3	2258
2280.36	3545.7	2246
2280.51	3523.3	2240
2280.67	3501.3	2252
2280.82	3479.5	2246
2280.97	3472.7	2240
2281.12	3480.6	2245
2281.28	3478.3	2269
2281.43	3466.8	2299
2281.58	3455.3	2294
2281.73	3443.9	2279
2281.89	3432.5	2252
2282.04	3460.5	2242
2282.19	3500.3	2254
2282.34	3526.3	2270
2282.49	3549.2	2291
2282.65	3572.3	2313
2282.80	3586.3	2310
2282.95	3569.5	2305
2283.10	3553.1	2313
2283.26	3511.0	2316
2283.41	3449.3	2306
2283.56	3368.8	2273
2283.71	3298.6	2229
2283.87	3250.7	2213
2284.02	3221.4	2203
2284.17	3221.7	2194
2284.32	3254.0	2190
2284.48	3327.2	2209
2284.63	3384.9	2223
2284.78	3414.3	2232
2284.93	3451.6	2241
2285.09	3516.3	2250
2285.24	3475.0	2259
2285.39	3414.9	2267
2285.54	3251.7	2283
2285.70	3032.1	2291
2285.85	2905.6	2322
2286.00	2888.1	2363
2286.15	2872.2	2390
2286.30	2880.7	2269
2286.46	3016.5	2296
2286.61	3290.2	2258
2286.76	3515.6	2304
2286.91	3742.8	2393
2287.07	3845.7	2446
2287.22	3751.9	2391
2287.37	3597.3	2327
2287.52	3479.7	2314
2287.68	3458.4	2322
2287.83	3437.4	2325
2287.98	3435.3	2316
2288.13	3443.4	2317
2288.29	3443.0	2301
2288.44	3420.4	2289
2288.59	3396.0	2325
2288.74	3413.3	2345
2288.90	3422.9	2316
2289.05	3412.7	2304
2289.20	3402.5	2297
2289.35	3406.3	2324
2289.51	3435.1	2276
2289.66	3464.5	2247
2289.81	3494.3	2268
2289.96	3500.5	2277
2290.11	3472.6	2282
2290.27	3500.8	2276
2290.42	3511.8	2278
2290.57	3501.6	2258
2290.72	3540.6	2275
2290.88	3594.3	2277
2291.03	3565.2	2310
2291.18	3529.9	2345
2291.33	3464.8	2353
2291.49	3446.7	2329
2291.64	3426.3	2334
2291.79	3445.3	2308
2291.94	3465.7	2291
2292.10	3486.4	2309
2292.25	3507.3	2281
2292.40	3528.3	2253
2292.55	3533.5	2264
2292.71	3527.8	2285
2292.86	3507.4	2271
2293.01	3508.9	2258
2293.16	3522.5	2254
2293.32	3536.1	2260
2293.47	3548.7	2286
2293.62	3536.5	2306
2293.77	3524.4	2318
2293.92	3537.5	2290
2294.08	3538.6	2297
2294.23	3527.3	2295
2294.38	3516.1	2314
2294.53	3504.9	2318
2294.69	3522.8	2299
2294.84	3562.4	2286
2294.99	3602.7	2282
2295.14	3565.7	2301
2295.30	3529.7	2284
2295.45	3494.4	2276
2295.60	3459.9	2270
2295.75	3428.8	2283
2295.91	3403.6	2262
2296.06	3418.5	2240
2296.21	3432.7	2253
2296.36	3448.4	2269
2296.52	3472.6	2271
2296.67	3492.5	2280
2296.82	3508.2	2295
2296.97	3551.2	2295
2297.13	3597.4	2300
2297.28	3644.8	2333
2297.43	3693.4	2356
2297.58	3644.5	2318
2297.73	3596.8	2309
2297.89	3556.1	2331
2298.04	3535.4	2348
2298.19	3516.2	2361
2298.34	3513.5	2390
2298.50	3511.1	2356
2298.65	3507.9	2328
2298.80	3555.4	2338
2298.95	3609.4	2333
2299.11	3665.1	2362
2299.26	3693.6	2416
2299.41	3690.3	2434
2299.56	3667.8	2409
2299.72	3637.5	2381
2299.87	3601.5	2356
2300.02	3558.7	2331
2300.17	3486.2	2307
2300.33	3418.6	2289
2300.48	3407.7	2327
2300.63	3409.4	2358
2300.78	3450.3	2392
2300.94	3480.1	2375
2301.09	3417.2	2296
2301.24	3373.7	2260
2301.39	3350.7	2266
2301.54	3310.7	2285
2301.70	3284.4	2333
2301.85	3317.9	2381
2302.00	3352.1	2449
2302.15	3430.6	2398
2302.31	3590.5	2420
2302.46	3766.0	2435
2302.61	3954.4	2403
2302.76	3876.7	2445
2302.92	3740.9	2383
2303.07	3555.7	2348
2303.22	3400.0	2303
2303.37	3288.8	2285
2303.53	3255.9	2291
2303.68	3363.7	2208
2303.83	3470.5	2190
2303.98	3455.2	2237
2304.14	3454.7	2230
2304.29	3480.8	2262
2304.44	3507.2	2291
2304.59	3534.1	2279
2304.75	3555.1	2268
2304.90	3572.3	2268
2305.05	3589.7	2275
2305.20	3595.8	2270
2305.35	3569.6	2263
2305.51	3543.7	2248
2305.66	3518.3	2238
2305.81	3493.2	2231
2305.96	3472.4	2216
2306.12	3459.8	2233
2306.27	3449.7	2222
2306.42	3453.2	2217
2306.57	3456.6	2238
2306.73	3460.0	2247
2306.88	3463.4	2239
2307.03	3466.8	2232
2307.18	3463.0	2243
2307.34	3450.1	2221
2307.49	3437.3	2218
2307.64	3424.6	2220
2307.79	3412.0	2231
2307.95	3399.5	2233
2308.10	3389.6	2229
2308.25	3380.8	2240
2308.40	3372.1	2252
2308.56	3363.3	2265
2308.71	3354.7	2246
2308.86	3346.1	2224
2309.01	3332.1	2206
2309.16	3316.9	2221
2309.32	3301.9	2213
2309.47	3295.2	2208
2309.62	3313.2	2218
2309.77	3329.9	2212
2309.93	3391.5	2225
2310.08	3450.4	2241
2310.23	3511.5	2256
2310.38	3561.6	2272
2310.54	3544.6	2287
2310.69	3514.4	2303
2310.84	3498.4	2317
2310.99	3482.5	2297
2311.15	3466.7	2294
2311.30	3451.2	2288
2311.45	3431.4	2284
2311.60	3409.2	2293
2311.76	3387.3	2270
2311.91	3365.5	2245
2312.06	3342.7	2223
2312.21	3318.9	2217
2312.37	3295.3	2245
2312.52	3288.1	2266
2312.67	3312.0	2277
2312.82	3336.3	2284
2312.97	3341.3	2313
2313.13	3321.2	2342
2313.28	3332.1	2385
2313.43	3361.6	2436
2313.58	3465.6	2482
2313.74	3568.9	2465
2313.89	3538.5	2418
2314.04	3528.1	2355
2314.19	3585.4	2302
2314.35	3510.4	2285
2314.50	3187.1	2295
2314.65	2861.4	2222
2314.80	2885.9	2119
2314.96	2939.1	2049
2315.11	3042.4	2247
2315.26	3351.3	2390
2315.41	3812.4	2420
2315.57	3754.1	2388
2315.72	3684.1	2374
2315.87	3619.6	2352
2316.02	3522.6	2360
2316.18	3449.3	2413
2316.33	3529.0	2470
2316.48	3560.7	2527
2316.63	3573.4	2575
2316.78	3715.8	2531
